Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_401878|A/Darwin/760/2019|2019-11-26	EPI_ISL_401878	EPI_ISL_401878|A/Darwin/760/2019|2019-11-26	2019-11-26	Oceania / Australia / Northern Territory / Alice Springs	Australia	6b1.A/183P-5b
EPI_ISL_401881|A/Darwin/764/2019|2019-11-28	EPI_ISL_401881	EPI_ISL_401881|A/Darwin/764/2019|2019-11-28	2019-11-28	Oceania / Australia / Northern Territory	Australia	6b1.A/183P-5a
EPI_ISL_401882|A/Darwin/772/2019|2019-11-30	EPI_ISL_401882	EPI_ISL_401882|A/Darwin/772/2019|2019-11-30	2019-11-30	Oceania / Australia / Northern Territory / Alice Springs	Australia	6b1.A/183P-5b
EPI_ISL_401883|A/Darwin/777/2019|2019-12-01	EPI_ISL_401883	EPI_ISL_401883|A/Darwin/777/2019|2019-12-01	2019-12-01	Oceania / Australia / Northern Territory / Alice Springs	Australia	6b1.A/183P-5b
EPI_ISL_401903|A/Victoria/2570/2019|2019-11-22	EPI_ISL_401903	EPI_ISL_401903|A/Victoria/2570/2019|2019-11-22	2019-11-22	Oceania / Australia / Victoria / Middle Park	Australia	6b1.A/156K
EPI_ISL_401904|A/South_Australia/1128/2019|2019-12-02	EPI_ISL_401904	EPI_ISL_401904|A/South_Australia/1128/2019|2019-12-02	2019-12-02	Oceania / Australia / South Australia / Parkside	Australia	6b1.A/187A
EPI_ISL_401905|A/Perth/1155/2019|2019-12-03	EPI_ISL_401905	EPI_ISL_401905|A/Perth/1155/2019|2019-12-03	2019-12-03	Oceania / Australia / Western Australia / Atwell	Australia	6b1.A/187A
EPI_ISL_402040|A/South_Australia/451/2019|2019-10-13	EPI_ISL_402040	EPI_ISL_402040|A/South_Australia/451/2019|2019-10-13	2019-10-13	Oceania / Australia / South Australia / Adeliade	Australia	6b1.A/183P-5a
EPI_ISL_402041|A/South_Australia/449/2019|2019-10-19	EPI_ISL_402041	EPI_ISL_402041|A/South_Australia/449/2019|2019-10-19	2019-10-19	Oceania / Australia / South Australia / Adeliade	Australia	6b1.A/183P-5b
EPI_ISL_402042|A/Brisbane/147/2019|2019-10-24	EPI_ISL_402042	EPI_ISL_402042|A/Brisbane/147/2019|2019-10-24	2019-10-24	Oceania / Australia / Queensland / Balmoral	Australia	6b1.A/183P-5b
EPI_ISL_402043|A/Brisbane/149/2019|2019-10-28	EPI_ISL_402043	EPI_ISL_402043|A/Brisbane/149/2019|2019-10-28	2019-10-28	Oceania / Australia / Queensland / Kingaroy	Australia	6b1.A/187A
EPI_ISL_402048|A/Victoria/2838/2019|2019-10-09	EPI_ISL_402048	EPI_ISL_402048|A/Victoria/2838/2019|2019-10-09	2019-10-09	Oceania / Australia / Victoria / Lalor	Australia	6b1.A/187A
EPI_ISL_402049|A/Darwin/740/2019|2019-11-03	EPI_ISL_402049	EPI_ISL_402049|A/Darwin/740/2019|2019-11-03	2019-11-03	Oceania / Australia / Northern Territory / Palmerston	Australia	6b1.A/187A
EPI_ISL_402050|A/Darwin/738/2019|2019-10-31	EPI_ISL_402050	EPI_ISL_402050|A/Darwin/738/2019|2019-10-31	2019-10-31	Oceania / Australia / Northern Territory / Darwin	Australia	6b1.A/183P-5a
EPI_ISL_402177|A/Tianjin-Hedong/SWL1508/2019|2019-11-05	EPI_ISL_402177	EPI_ISL_402177|A/Tianjin-Hedong/SWL1508/2019|2019-11-05	2019-11-05	Asia / China / Tianjin	China	6b1.A/187A
EPI_ISL_402270|A/Zhejiang-Kecheng/SWL1976/2019|2019-11-14	EPI_ISL_402270	EPI_ISL_402270|A/Zhejiang-Kecheng/SWL1976/2019|2019-11-14	2019-11-14	Asia / China / Zhejiang	China	6b1.A/187A
EPI_ISL_402271|A/Yunnan-Maoshi/SWL1579/2019|2019-11-05	EPI_ISL_402271	EPI_ISL_402271|A/Yunnan-Maoshi/SWL1579/2019|2019-11-05	2019-11-05	Asia / China / Yunnan	China	6b1.A/183P-5a
EPI_ISL_402272|A/Anhui-Guichi/SWL1989/2019|2019-10-28	EPI_ISL_402272	EPI_ISL_402272|A/Anhui-Guichi/SWL1989/2019|2019-10-28	2019-10-28	Asia / China / Anhui	China	6b1.A/183P-5a
EPI_ISL_402279|A/Beijing-Chaoyang/SWL12711/2019|2019-11-11	EPI_ISL_402279	EPI_ISL_402279|A/Beijing-Chaoyang/SWL12711/2019|2019-11-11	2019-11-11	Asia / China	China	6b1.A/187A
EPI_ISL_402281|A/Shanghai-Jiading/SWL1969/2019|2019-12-01	EPI_ISL_402281	EPI_ISL_402281|A/Shanghai-Jiading/SWL1969/2019|2019-12-01	2019-12-01	Asia / China / Shanghai	China	6b1.A/187A
EPI_ISL_402282|A/Zhejiang-Shangcheng/SWL1977/2019|2019-11-26	EPI_ISL_402282	EPI_ISL_402282|A/Zhejiang-Shangcheng/SWL1977/2019|2019-11-26	2019-11-26	Asia / China / Zhejiang	China	6b1.A/187A
EPI_ISL_402310|A/Anhui-Guichi/SWL1969/2019|2019-10-07	EPI_ISL_402310	EPI_ISL_402310|A/Anhui-Guichi/SWL1969/2019|2019-10-07	2019-10-07	Asia / China / Anhui	China	6b1.A/183P-5a
EPI_ISL_402313|A/Shanghai-Huangpu/SWL1726/2019|2019-10-04	EPI_ISL_402313	EPI_ISL_402313|A/Shanghai-Huangpu/SWL1726/2019|2019-10-04	2019-10-04	Asia / China	China	6b1.A/187A
EPI_ISL_402327|A/Guangxi-Jiangzhou/SWL1813/2019|2019-10-11	EPI_ISL_402327	EPI_ISL_402327|A/Guangxi-Jiangzhou/SWL1813/2019|2019-10-11	2019-10-11	Asia / China / Guangxi	China	6b1.A/183P-5a
EPI_ISL_402328|A/Zhejiang-Dinghai/SWL1821/2019|2019-10-10	EPI_ISL_402328	EPI_ISL_402328|A/Zhejiang-Dinghai/SWL1821/2019|2019-10-10	2019-10-10	Asia / China / Zhejiang	China	6b1.A/183P-5a
EPI_ISL_402329|A/Hunan-Heshan/SWL1835/2019|2019-10-08	EPI_ISL_402329	EPI_ISL_402329|A/Hunan-Heshan/SWL1835/2019|2019-10-08	2019-10-08	Asia / China / Hunan	China	6b1.A/183P-5a
EPI_ISL_402330|A/Shanghai-Baoshan/SWL1820/2019|2019-10-15	EPI_ISL_402330	EPI_ISL_402330|A/Shanghai-Baoshan/SWL1820/2019|2019-10-15	2019-10-15	Asia / China	China	6b1.A/183P-5a
EPI_ISL_402332|A/Shanghai-Huangpu/SWL1702/2019|2019-09-18	EPI_ISL_402332	EPI_ISL_402332|A/Shanghai-Huangpu/SWL1702/2019|2019-09-18	2019-09-18	Asia / China	China	6b1.A/183P-5a
EPI_ISL_402333|A/Zhejiang-Shangcheng/SWL1788/2019|2019-09-24	EPI_ISL_402333	EPI_ISL_402333|A/Zhejiang-Shangcheng/SWL1788/2019|2019-09-24	2019-09-24	Asia / China / Zhejiang	China	6b1.A/183P-5a
EPI_ISL_402334|A/Hainan-Tianya/SWL1729/2019|2019-09-11	EPI_ISL_402334	EPI_ISL_402334|A/Hainan-Tianya/SWL1729/2019|2019-09-11	2019-09-11	Asia / China / Hainan	China	6b1.A/183P-5a
EPI_ISL_402379|A/Guangdong-Chengqu/SWL1725/2019|2019-09-08	EPI_ISL_402379	EPI_ISL_402379|A/Guangdong-Chengqu/SWL1725/2019|2019-09-08	2019-09-08	Asia / China / Guangdong	China	6b1.A/187A
EPI_ISL_402380|A/Yunnan-Linxiang/SWL1749/2019|2019-09-02	EPI_ISL_402380	EPI_ISL_402380|A/Yunnan-Linxiang/SWL1749/2019|2019-09-02	2019-09-02	Asia / China / Yunnan	China	6b1.A/183P-5
EPI_ISL_402383|A/Guangdong-Chengqu/SWL1683/2019|2019-08-27	EPI_ISL_402383	EPI_ISL_402383|A/Guangdong-Chengqu/SWL1683/2019|2019-08-27	2019-08-27	Asia / China / Guangdong	China	6b1.A/187A
EPI_ISL_402513|A/Philippines/1141/2019|2019-09-06	EPI_ISL_402513	EPI_ISL_402513|A/Philippines/1141/2019|2019-09-06	2019-09-06	Asia / Philippines	Philippines	6b1.A/187A
EPI_ISL_402519|A/Philippines/1350/2019|2019-10-07	EPI_ISL_402519	EPI_ISL_402519|A/Philippines/1350/2019|2019-10-07	2019-10-07	Asia / Philippines	Philippines	6b1.A/187A
EPI_ISL_402523|A/Philippines/1421/2019|2019-10-15	EPI_ISL_402523	EPI_ISL_402523|A/Philippines/1421/2019|2019-10-15	2019-10-15	Asia / Philippines	Philippines	6b1.A/187A
EPI_ISL_402526|A/Philippines/1029/2019|2019-10-08	EPI_ISL_402526	EPI_ISL_402526|A/Philippines/1029/2019|2019-10-08	2019-10-08	Asia / Philippines	Philippines	6b1.A/183P-5a
EPI_ISL_402528|A/Philippines/1083/2019|2019-11-04	EPI_ISL_402528	EPI_ISL_402528|A/Philippines/1083/2019|2019-11-04	2019-11-04	Asia / Philippines	Philippines	6b1.A/187A
EPI_ISL_402529|A/Philippines/1390/2019|2019-10-08	EPI_ISL_402529	EPI_ISL_402529|A/Philippines/1390/2019|2019-10-08	2019-10-08	Asia / Philippines	Philippines	6b1.A/187A
EPI_ISL_402555|A/Delaware/53/2019|2019-11-29	EPI_ISL_402555	EPI_ISL_402555|A/Delaware/53/2019|2019-11-29	2019-11-29	North America / United States / Delaware	United States	6b1.A/183P-5b
EPI_ISL_402567|A/Ecuador/8200/2019|2019-11-21	EPI_ISL_402567	EPI_ISL_402567|A/Ecuador/8200/2019|2019-11-21	2019-11-21	South America / Ecuador	Ecuador	6b1.A/183P-5a
EPI_ISL_402568|A/Ecuador/8202/2019|2019-11-20	EPI_ISL_402568	EPI_ISL_402568|A/Ecuador/8202/2019|2019-11-20	2019-11-20	South America / Ecuador	Ecuador	6b1.A/183P-5a
EPI_ISL_402572|A/Ecuador/236/2019|2019-11-28	EPI_ISL_402572	EPI_ISL_402572|A/Ecuador/236/2019|2019-11-28	2019-11-28	South America / Ecuador	Ecuador	6b1.A/183P-5a
EPI_ISL_402859|A/Sorocaba/1297278-IAL/2019|2019-09-04	EPI_ISL_402859	EPI_ISL_402859|A/Sorocaba/1297278-IAL/2019|2019-09-04	2019-09-04	South America / Brazil	Brazil	6b1.A/183P-5b
EPI_ISL_402861|A/Sao_Paulo/1348050-IAL/2019|2019-10-07	EPI_ISL_402861	EPI_ISL_402861|A/Sao_Paulo/1348050-IAL/2019|2019-10-07	2019-10-07	South America / Brazil	Brazil	6b1.A/183P-5b
EPI_ISL_402862|A/Sao_Paulo/1351322-IAL/2019|2019-10-08	EPI_ISL_402862	EPI_ISL_402862|A/Sao_Paulo/1351322-IAL/2019|2019-10-08	2019-10-08	South America / Brazil	Brazil	6b1.A/183P-5b
EPI_ISL_402863|A/Sao_Paulo/1315119-IAL/2019|2019-09-13	EPI_ISL_402863	EPI_ISL_402863|A/Sao_Paulo/1315119-IAL/2019|2019-09-13	2019-09-13	South America / Brazil	Brazil	6b1.A/183P-5b
EPI_ISL_402864|A/Sao_Paulo/1340253-IAL/2019|2019-09-30	EPI_ISL_402864	EPI_ISL_402864|A/Sao_Paulo/1340253-IAL/2019|2019-09-30	2019-09-30	South America / Brazil	Brazil	6b1.A/183P-5b
EPI_ISL_403015|A/Lyon/2104/2019|2019-11-25	EPI_ISL_403015	EPI_ISL_403015|A/Lyon/2104/2019|2019-11-25	2019-11-25	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403016|A/Toulon/2113/2019|2019-11-27	EPI_ISL_403016	EPI_ISL_403016|A/Toulon/2113/2019|2019-11-27	2019-11-27	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403018|A/LaReunion/2127/2019|2019-09-14	EPI_ISL_403018	EPI_ISL_403018|A/LaReunion/2127/2019|2019-09-14	2019-09-14	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403020|A/LaReunion/2130/2019|2019-09-28	EPI_ISL_403020	EPI_ISL_403020|A/LaReunion/2130/2019|2019-09-28	2019-09-28	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403026|A/LaReunion/2140/2019|2019-09-12	EPI_ISL_403026	EPI_ISL_403026|A/LaReunion/2140/2019|2019-09-12	2019-09-12	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403028|A/LaReunion/2143/2019|2019-09-24	EPI_ISL_403028	EPI_ISL_403028|A/LaReunion/2143/2019|2019-09-24	2019-09-24	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403030|A/LaReunion/2146/2019|2019-09-24	EPI_ISL_403030	EPI_ISL_403030|A/LaReunion/2146/2019|2019-09-24	2019-09-24	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403032|A/LaReunion/2149/2019|2019-10-31	EPI_ISL_403032	EPI_ISL_403032|A/LaReunion/2149/2019|2019-10-31	2019-10-31	Europe / France	France	6b1.A/183P-5a
EPI_ISL_403076|A/Guam/9867/2019|2019-10-28	EPI_ISL_403076	EPI_ISL_403076|A/Guam/9867/2019|2019-10-28	2019-10-28	Oceania / Guam	Guam	6b1.A/187A
EPI_ISL_403078|A/Guam/9869/2019|2019-10-30	EPI_ISL_403078	EPI_ISL_403078|A/Guam/9869/2019|2019-10-30	2019-10-30	Oceania / Guam	Guam	6b1.A/187A
EPI_ISL_403079|A/Guam/9870/2019|2019-10-31	EPI_ISL_403079	EPI_ISL_403079|A/Guam/9870/2019|2019-10-31	2019-10-31	Oceania / Guam	Guam	6b1.A/187A
EPI_ISL_403087|A/Japan/9878/2019|2019-09-30	EPI_ISL_403087	EPI_ISL_403087|A/Japan/9878/2019|2019-09-30	2019-09-30	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_403217|A/South_Korea/9895/2019|2019-10-21	EPI_ISL_403217	EPI_ISL_403217|A/South_Korea/9895/2019|2019-10-21	2019-10-21	Asia / Korea, Republic of	Korea, Republic of	6b1.A/187A
EPI_ISL_403221|A/Sweden/135/2019|2019-10-24	EPI_ISL_403221	EPI_ISL_403221|A/Sweden/135/2019|2019-10-24	2019-10-24	Europe / Sweden / Jonkopings lan	Sweden	6b1.A/187A
EPI_ISL_403274|A/England/298/2019|2019-10-10	EPI_ISL_403274	EPI_ISL_403274|A/England/298/2019|2019-10-10	2019-10-10	Europe / United Kingdom	United Kingdom	6b1.A/183P-5a
EPI_ISL_403338|A/Norway/2475/2019|2019-11-16	EPI_ISL_403338	EPI_ISL_403338|A/Norway/2475/2019|2019-11-16	2019-11-16	Europe / Norway	Norway	6b1.A/183P-7
EPI_ISL_403348|A/Sur/5609/2019|2019-09-26	EPI_ISL_403348	EPI_ISL_403348|A/Sur/5609/2019|2019-09-26	2019-09-26	Asia / Oman	Oman	6b1.A/183P-5a
EPI_ISL_403552|A/KANAGAWA/AC1922/2019|2019-12-09	EPI_ISL_403552	EPI_ISL_403552|A/KANAGAWA/AC1922/2019|2019-12-09	2019-12-09	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_403659|A/Iquique/75446/2019|2019-10-08	EPI_ISL_403659	EPI_ISL_403659|A/Iquique/75446/2019|2019-10-08	2019-10-08	South America / Chile / Iquique	Chile	6b1.A/183P-5b
EPI_ISL_403660|A/Concepcion/78049/2019|2019-12-08	EPI_ISL_403660	EPI_ISL_403660|A/Concepcion/78049/2019|2019-12-08	2019-12-08	South America / Chile / Concepcion	Chile	6b1.A/183P-5a
EPI_ISL_403661|A/Concepcion/78577/2019|2019-08-19	EPI_ISL_403661	EPI_ISL_403661|A/Concepcion/78577/2019|2019-08-19	2019-08-19	South America / Chile / Concepcion	Chile	6b1.A/183P-5b
EPI_ISL_403663|A/Iquique/82781/2019|2019-08-25	EPI_ISL_403663	EPI_ISL_403663|A/Iquique/82781/2019|2019-08-25	2019-08-25	South America / Chile / Iquique	Chile	6b1.A/183P-5b
EPI_ISL_403664|A/Iquique/82819/2019|2019-08-22	EPI_ISL_403664	EPI_ISL_403664|A/Iquique/82819/2019|2019-08-22	2019-08-22	South America / Chile / Iquique	Chile	6b1.A/183P-5a
EPI_ISL_403667|A/Iquique/89160/2019|2019-10-09	EPI_ISL_403667	EPI_ISL_403667|A/Iquique/89160/2019|2019-10-09	2019-10-09	South America / Chile / Iquique	Chile	6b1.A/183P-5b
EPI_ISL_403977|A/Yakutsk/5974/2019|2019-12	EPI_ISL_403977	EPI_ISL_403977|A/Yakutsk/5974/2019|2019-12	2019-12	Europe / Russian Federation / Sakha (Yakutia) Republic / Sakha (Yakutia) Republic	Russian Federation	6b1.A/187A
EPI_ISL_404299|A/Guam/10150/2019|2019-11-25	EPI_ISL_404299	EPI_ISL_404299|A/Guam/10150/2019|2019-11-25	2019-11-25	Oceania / Guam	Guam	6b1.A/187A
EPI_ISL_404308|A/Japan/10160/2019|2019-11-27	EPI_ISL_404308	EPI_ISL_404308|A/Japan/10160/2019|2019-11-27	2019-11-27	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_404329|A/South_Korea/10181/2019|2019-12-02	EPI_ISL_404329	EPI_ISL_404329|A/South_Korea/10181/2019|2019-12-02	2019-12-02	Asia / Korea, Republic of	Korea, Republic of	6b1.A/187A
EPI_ISL_404436|A/Mexico/2952/2019|2019-11-06	EPI_ISL_404436	EPI_ISL_404436|A/Mexico/2952/2019|2019-11-06	2019-11-06	North America / Mexico	Mexico	6b1.A/183P-5b
EPI_ISL_404440|A/Guatemala/642/2019|2019-11-26	EPI_ISL_404440	EPI_ISL_404440|A/Guatemala/642/2019|2019-11-26	2019-11-26	North America / Guatemala	Guatemala	6b1.A/183P-7
EPI_ISL_404442|A/Guatemala/629/2019|2019-11-15	EPI_ISL_404442	EPI_ISL_404442|A/Guatemala/629/2019|2019-11-15	2019-11-15	North America / Guatemala	Guatemala	6b1.A/183P-3
EPI_ISL_404452|A/Abu_Dhabi/108/2019|2019-11-26	EPI_ISL_404452	EPI_ISL_404452|A/Abu_Dhabi/108/2019|2019-11-26	2019-11-26	Asia / United Arab Emirates	United Arab Emirates	6b1.A/187A
EPI_ISL_404454|A/Abu_Dhabi/105/2019|2019-11-26	EPI_ISL_404454	EPI_ISL_404454|A/Abu_Dhabi/105/2019|2019-11-26	2019-11-26	Asia / United Arab Emirates	United Arab Emirates	6b1.A/183P-5a
EPI_ISL_404460|A/Wisconsin/588/2019|2019-12-19	EPI_ISL_404460	EPI_ISL_404460|A/Wisconsin/588/2019|2019-12-19	2019-12-19	North America / United States / Wisconsin	United States	6b1.A/156K
EPI_ISL_404484|A/Ecuador/4318/2019|2019-11-14	EPI_ISL_404484	EPI_ISL_404484|A/Ecuador/4318/2019|2019-11-14	2019-11-14	South America / Ecuador	Ecuador	6b1.A/183P-5b
EPI_ISL_404528|A/Chile/3708/2019|2019-11-26	EPI_ISL_404528	EPI_ISL_404528|A/Chile/3708/2019|2019-11-26	2019-11-26	South America / Chile	Chile	6b1.A/183P-5b
EPI_ISL_404529|A/Chile/5223/2019|2019-10-22	EPI_ISL_404529	EPI_ISL_404529|A/Chile/5223/2019|2019-10-22	2019-10-22	South America / Chile	Chile	6b1.A/183P-5b
EPI_ISL_404530|A/Chile/4418/2019|2019-10-27	EPI_ISL_404530	EPI_ISL_404530|A/Chile/4418/2019|2019-10-27	2019-10-27	South America / Chile	Chile	6b1.A/187A
EPI_ISL_404769|A/Delaware/55/2019|2019-12-11	EPI_ISL_404769	EPI_ISL_404769|A/Delaware/55/2019|2019-12-11	2019-12-11	North America / United States / Delaware	United States	6b1.A/156K
EPI_ISL_404798|A/Abu_Dhabi/101/2019|2019-11-26	EPI_ISL_404798	EPI_ISL_404798|A/Abu_Dhabi/101/2019|2019-11-26	2019-11-26	Asia / United Arab Emirates	United Arab Emirates	6b1.A/183P-5a
EPI_ISL_404832|A/India/3757/2019|2019-09-16	EPI_ISL_404832	EPI_ISL_404832|A/India/3757/2019|2019-09-16	2019-09-16	Asia / India	India	6b1.A/183P-5a
EPI_ISL_404833|A/India/4655/2019|2019-08-30	EPI_ISL_404833	EPI_ISL_404833|A/India/4655/2019|2019-08-30	2019-08-30	Asia / India	India	6b1.A/183P-5a
EPI_ISL_404834|A/India/2290/2019|2019-08-19	EPI_ISL_404834	EPI_ISL_404834|A/India/2290/2019|2019-08-19	2019-08-19	Asia / India	India	6b1.A/183P-5a
EPI_ISL_404836|A/India/2054/2019|2019-08-04	EPI_ISL_404836	EPI_ISL_404836|A/India/2054/2019|2019-08-04	2019-08-04	Asia / India	India	6b1.A/183P-5a
EPI_ISL_404841|A/Ecuador/1123/2019|2019-09-07	EPI_ISL_404841	EPI_ISL_404841|A/Ecuador/1123/2019|2019-09-07	2019-09-07	South America / Ecuador	Ecuador	6b1.A/183P-5a
EPI_ISL_404844|A/Colorado/52/2019|2019-12-27	EPI_ISL_404844	EPI_ISL_404844|A/Colorado/52/2019|2019-12-27	2019-12-27	North America / United States / Colorado	United States	6b1.A/187A
EPI_ISL_404845|A/Alaska/60/2019|2019-12-19	EPI_ISL_404845	EPI_ISL_404845|A/Alaska/60/2019|2019-12-19	2019-12-19	North America / United States / Alaska	United States	6b1.A/187A
EPI_ISL_404847|A/Chile/1632/2019|2019-11-23	EPI_ISL_404847	EPI_ISL_404847|A/Chile/1632/2019|2019-11-23	2019-11-23	South America / Chile	Chile	6b1.A/183P-5b
EPI_ISL_405111|A/England/351/2019|2019-10-26	EPI_ISL_405111	EPI_ISL_405111|A/England/351/2019|2019-10-26	2019-10-26	Europe / United Kingdom / LEEDS	United Kingdom	6b1.A/183P-5a
EPI_ISL_405360|A/GIFU/60/2019|2019-11-14	EPI_ISL_405360	EPI_ISL_405360|A/GIFU/60/2019|2019-11-14	2019-11-14	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_405361|A/SAITAMA-C/63/2019|2019-10-16	EPI_ISL_405361	EPI_ISL_405361|A/SAITAMA-C/63/2019|2019-10-16	2019-10-16	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_405367|A/WAKAYAMA/103/2019|2019-12-03	EPI_ISL_405367	EPI_ISL_405367|A/WAKAYAMA/103/2019|2019-12-03	2019-12-03	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_405368|A/HIROSHIMA-C/46/2019|2019-10-28	EPI_ISL_405368	EPI_ISL_405368|A/HIROSHIMA-C/46/2019|2019-10-28	2019-10-28	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_405372|A/EHIME/95/2019|2019-10-08	EPI_ISL_405372	EPI_ISL_405372|A/EHIME/95/2019|2019-10-08	2019-10-08	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_405376|A/FUKUSHIMA/93/2019|2019-11-01	EPI_ISL_405376	EPI_ISL_405376|A/FUKUSHIMA/93/2019|2019-11-01	2019-11-01	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_405381|A/Seoul/1298/2019|2019-11-11	EPI_ISL_405381	EPI_ISL_405381|A/Seoul/1298/2019|2019-11-11	2019-11-11	Asia / Korea, Republic of	Korea, Republic of	6b1.A/187A
EPI_ISL_405448|A/South_Korea/10322/2019|2019-12-04	EPI_ISL_405448	EPI_ISL_405448|A/South_Korea/10322/2019|2019-12-04	2019-12-04	Asia / Korea, Republic of	Korea, Republic of	6b1.A/187A
EPI_ISL_405454|A/South_Korea/10328/2019|2019-11-27	EPI_ISL_405454	EPI_ISL_405454|A/South_Korea/10328/2019|2019-11-27	2019-11-27	Asia / Korea, Republic of	Korea, Republic of	6b1.A/187A
EPI_ISL_405463|A/South_Korea/10337/2019|2019-12-13	EPI_ISL_405463	EPI_ISL_405463|A/South_Korea/10337/2019|2019-12-13	2019-12-13	Asia / Korea, Republic of	Korea, Republic of	6b1.A/187A
EPI_ISL_405766|A/Florida/142/2019|2019-12-26	EPI_ISL_405766	EPI_ISL_405766|A/Florida/142/2019|2019-12-26	2019-12-26	North America / United States / Florida	United States	6b1.A/187A
EPI_ISL_405770|A/Florida/141/2019|2019-12-23	EPI_ISL_405770	EPI_ISL_405770|A/Florida/141/2019|2019-12-23	2019-12-23	North America / United States / Florida	United States	6b1.A/187A
EPI_ISL_405861|A/KANAGAWA/IC1913/2019|2019-12-20	EPI_ISL_405861	EPI_ISL_405861|A/KANAGAWA/IC1913/2019|2019-12-20	2019-12-20	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_406113|A/Fes/187/2019|2019-11-27	EPI_ISL_406113	EPI_ISL_406113|A/Fes/187/2019|2019-11-27	2019-11-27	Africa / Morocco	Morocco	6b1.A/183P-5a
EPI_ISL_406116|A/Hong_Kong/4372/2019|2019-11-28	EPI_ISL_406116	EPI_ISL_406116|A/Hong_Kong/4372/2019|2019-11-28	2019-11-28	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/187A
EPI_ISL_406118|A/Hong_Kong/4388/2019|2019-12-01	EPI_ISL_406118	EPI_ISL_406118|A/Hong_Kong/4388/2019|2019-12-01	2019-12-01	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/156K
EPI_ISL_406120|A/Hong_Kong/4395/2019|2019-12-01	EPI_ISL_406120	EPI_ISL_406120|A/Hong_Kong/4395/2019|2019-12-01	2019-12-01	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/187A
EPI_ISL_406133|A/Iran/187215/2019|2019-10-26	EPI_ISL_406133	EPI_ISL_406133|A/Iran/187215/2019|2019-10-26	2019-10-26	Asia / Iran, Islamic Republic of	Iran, Islamic Republic of	6b1.A/183P-5a
EPI_ISL_406137|A/Iran/192588/2019|2019-11-12	EPI_ISL_406137	EPI_ISL_406137|A/Iran/192588/2019|2019-11-12	2019-11-12	Asia / Iran, Islamic Republic of	Iran, Islamic Republic of	6b1.A/183P-5a
EPI_ISL_406643|A/Fiji/29/2019|2019	EPI_ISL_406643	EPI_ISL_406643|A/Fiji/29/2019|2019	2019	Oceania / Fiji / Rewa	Fiji	6b1.A/183P-2
EPI_ISL_406701|A/Canberra/394/2019|2019-10-01	EPI_ISL_406701	EPI_ISL_406701|A/Canberra/394/2019|2019-10-01	2019-10-01	Oceania / Australia / Australian Capital Territory / Condor	Australia	6b1.A/183P-5b
EPI_ISL_406804|A/Bangkok/400/2019|2019-09-04	EPI_ISL_406804	EPI_ISL_406804|A/Bangkok/400/2019|2019-09-04	2019-09-04	Asia / Thailand / Bangkok	Thailand	6b1.A/187A
EPI_ISL_406805|A/Philippines/21/2019|2019-09-10	EPI_ISL_406805	EPI_ISL_406805|A/Philippines/21/2019|2019-09-10	2019-09-10	Asia / Philippines / Metro Manila	Philippines	6b1.A/183P-5a
EPI_ISL_406806|A/Bangkok/426/2019|2019-10-11	EPI_ISL_406806	EPI_ISL_406806|A/Bangkok/426/2019|2019-10-11	2019-10-11	Asia / Thailand / Bangkok	Thailand	6b1.A/183P-5a
EPI_ISL_406809|A/Perth/182/2019|2019-12-05	EPI_ISL_406809	EPI_ISL_406809|A/Perth/182/2019|2019-12-05	2019-12-05	Oceania / Australia / Dianella	Australia	6b1.A/187A
EPI_ISL_406810|A/Perth/178/2019|2019-11-29	EPI_ISL_406810	EPI_ISL_406810|A/Perth/178/2019|2019-11-29	2019-11-29	Oceania / Australia / Koondoola	Australia	6b1.A/187A
EPI_ISL_406814|A/Nakhonphanom/487/2019|2019-12-02	EPI_ISL_406814	EPI_ISL_406814|A/Nakhonphanom/487/2019|2019-12-02	2019-12-02	Asia / Thailand / Nakhonphanom	Thailand	6b1.A/183P-5a
EPI_ISL_406815|A/Canberra/397/2019|2019-10-02	EPI_ISL_406815	EPI_ISL_406815|A/Canberra/397/2019|2019-10-02	2019-10-02	Oceania / Australia / Ngunnawal	Australia	6b1.A/183P-5b
EPI_ISL_406962|A/Philippines/27/2019|2019-09-23	EPI_ISL_406962	EPI_ISL_406962|A/Philippines/27/2019|2019-09-23	2019-09-23	Asia / Philippines / Metro Manila	Philippines	6b1.A/183P-5b
