Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_404634|A/Chile/7066/2019|2019-11-11	EPI_ISL_404634	EPI_ISL_404634|A/Chile/7066/2019|2019-11-11	2019-11-11	South America / Chile	Chile	A1b/131K
EPI_ISL_404740|A/India/2260/2019|2019-08-16	EPI_ISL_404740	EPI_ISL_404740|A/India/2260/2019|2019-08-16	2019-08-16	Asia / India	India	A1b/94N
EPI_ISL_405102|A/England/334/2019|2019-10-31	EPI_ISL_405102	EPI_ISL_405102|A/England/334/2019|2019-10-31	2019-10-31	Europe / United Kingdom / DONCASTER	United Kingdom	3c3.A
EPI_ISL_405103|A/England/357/2019|2019-10-28	EPI_ISL_405103	EPI_ISL_405103|A/England/357/2019|2019-10-28	2019-10-28	Europe / United Kingdom / MANCHESTER	United Kingdom	3c3.A
EPI_ISL_405259|A/England/488/2019|2019-11-20	EPI_ISL_405259	EPI_ISL_405259|A/England/488/2019|2019-11-20	2019-11-20	Europe / United Kingdom / NEWCASTLE-UPON-TYNE	United Kingdom	3c3.A
EPI_ISL_405389|A/Czech_Republic/1687/2019|2019-11-23	EPI_ISL_405389	EPI_ISL_405389|A/Czech_Republic/1687/2019|2019-11-23	2019-11-23	Europe / Czech Republic / South Moravian Region / Mesto Brno	Czech Republic	3c3.A
EPI_ISL_405417|A/Guam/10291/2019|2019-12-06	EPI_ISL_405417	EPI_ISL_405417|A/Guam/10291/2019|2019-12-06	2019-12-06	Oceania / Guam	Guam	A1b/137F
EPI_ISL_405435|A/Mississippi/10309/2019|2019-12-08	EPI_ISL_405435	EPI_ISL_405435|A/Mississippi/10309/2019|2019-12-08	2019-12-08	North America / United States / Mississippi	United States	A1b/197R
EPI_ISL_405459|A/South_Korea/10333/2019|2019-12-06	EPI_ISL_405459	EPI_ISL_405459|A/South_Korea/10333/2019|2019-12-06	2019-12-06	Asia / Korea, Republic of	Korea, Republic of	A1b/94N
EPI_ISL_405726|A/District_Of_Columbia/54/2019|2019-12-14	EPI_ISL_405726	EPI_ISL_405726|A/District_Of_Columbia/54/2019|2019-12-14	2019-12-14	North America / United States / District of Columbia	United States	A1b/186D
EPI_ISL_405850|A/TOKYO/19301/2019|2019-10-16	EPI_ISL_405850	EPI_ISL_405850|A/TOKYO/19301/2019|2019-10-16	2019-10-16	Asia / Japan	Japan	A1b/94N
EPI_ISL_405853|A/YOKOHAMA/237/2019|2019-11-25	EPI_ISL_405853	EPI_ISL_405853|A/YOKOHAMA/237/2019|2019-11-25	2019-11-25	Asia / Japan	Japan	A1b/137F
EPI_ISL_405855|A/KANAGAWA/AC1924/2019|2019-12-15	EPI_ISL_405855	EPI_ISL_405855|A/KANAGAWA/AC1924/2019|2019-12-15	2019-12-15	Asia / Japan	Japan	A1b/137F
EPI_ISL_405869|A/Busan/1236/2019|2019-09-23	EPI_ISL_405869	EPI_ISL_405869|A/Busan/1236/2019|2019-09-23	2019-09-23	Asia / Korea, Republic of	Korea, Republic of	A1b/197R
EPI_ISL_405870|A/Daegu/1266/2019|2019-10-28	EPI_ISL_405870	EPI_ISL_405870|A/Daegu/1266/2019|2019-10-28	2019-10-28	Asia / Korea, Republic of	Korea, Republic of	A1b/137F
EPI_ISL_405871|A/Daejeon/1248/2019|2019-10-14	EPI_ISL_405871	EPI_ISL_405871|A/Daejeon/1248/2019|2019-10-14	2019-10-14	Asia / Korea, Republic of	Korea, Republic of	A1b/94N
EPI_ISL_405872|A/Gangwon/1256/2019|2019-10-22	EPI_ISL_405872	EPI_ISL_405872|A/Gangwon/1256/2019|2019-10-22	2019-10-22	Asia / Korea, Republic of	Korea, Republic of	A1b/137F
EPI_ISL_405873|A/Jeonbuk/1259/2019|2019-10-22	EPI_ISL_405873	EPI_ISL_405873|A/Jeonbuk/1259/2019|2019-10-22	2019-10-22	Asia / Korea, Republic of	Korea, Republic of	A1b/197R
EPI_ISL_405877|A/NAGANO/2820/2019|2019-12-05	EPI_ISL_405877	EPI_ISL_405877|A/NAGANO/2820/2019|2019-12-05	2019-12-05	Asia / Japan	Japan	A1b/186D
EPI_ISL_405880|A/WAKAYAMA/111/2019|2019-12-09	EPI_ISL_405880	EPI_ISL_405880|A/WAKAYAMA/111/2019|2019-12-09	2019-12-09	Asia / Japan	Japan	A1b/137F
EPI_ISL_405881|A/Myanmar/1258/2019|2019-08-12	EPI_ISL_405881	EPI_ISL_405881|A/Myanmar/1258/2019|2019-08-12	2019-08-12	Asia / Myanmar	Myanmar	A1b/137F
EPI_ISL_405924|A/Victoria/91/2019|2019-06-13	EPI_ISL_405924	EPI_ISL_405924|A/Victoria/91/2019|2019-06-13	2019-06-13	Oceania / Australia / Victoria / Brunswick	Australia	A1b/137F
EPI_ISL_405925|A/Victoria/101/2019|2019-06-17	EPI_ISL_405925	EPI_ISL_405925|A/Victoria/101/2019|2019-06-17	2019-06-17	Oceania / Australia / Victoria / Berwick	Australia	A1b/197R
EPI_ISL_405929|A/Victoria/96/2019|2019-06-14	EPI_ISL_405929	EPI_ISL_405929|A/Victoria/96/2019|2019-06-14	2019-06-14	Oceania / Australia / Victoria / Officer	Australia	A1b/197R
EPI_ISL_405935|A/Victoria/113/2019|2019-06-21	EPI_ISL_405935	EPI_ISL_405935|A/Victoria/113/2019|2019-06-21	2019-06-21	Oceania / Australia / Victoria / Warrnambool	Australia	A1b/197R
EPI_ISL_405936|A/Victoria/118/2019|2019-06-24	EPI_ISL_405936	EPI_ISL_405936|A/Victoria/118/2019|2019-06-24	2019-06-24	Oceania / Australia / Victoria / Warrnambool	Australia	A1b/197R
EPI_ISL_405937|A/Victoria/119/2019|2019-06-24	EPI_ISL_405937	EPI_ISL_405937|A/Victoria/119/2019|2019-06-24	2019-06-24	Oceania / Australia / Victoria / Caroline Springs	Australia	A1b/197R
EPI_ISL_405939|A/Victoria/145/2019|2019-07-08	EPI_ISL_405939	EPI_ISL_405939|A/Victoria/145/2019|2019-07-08	2019-07-08	Oceania / Australia / Victoria	Australia	A1b/197R
EPI_ISL_405960|A/Chanthaburi/2377/2019|2019-07-01	EPI_ISL_405960	EPI_ISL_405960|A/Chanthaburi/2377/2019|2019-07-01	2019-07-01	Asia / Thailand / Chanthaburi	Thailand	A1b/197R
EPI_ISL_405965|A/Sri_Lanka/26/2019|2019-07-03	EPI_ISL_405965	EPI_ISL_405965|A/Sri_Lanka/26/2019|2019-07-03	2019-07-03	Asia / Sri Lanka / Colombo	Sri Lanka	A1b/197R
EPI_ISL_405973|A/Victoria/2768/2019|2019-08-02	EPI_ISL_405973	EPI_ISL_405973|A/Victoria/2768/2019|2019-08-02	2019-08-02	Oceania / Australia / Victoria / Caufield	Australia	A1b/197R
EPI_ISL_405993|A/Victoria/100/2019|2019-06-18	EPI_ISL_405993	EPI_ISL_405993|A/Victoria/100/2019|2019-06-18	2019-06-18	Oceania / Australia / Victoria / Windsor	Australia	A1b/197R
EPI_ISL_405998|A/Victoria/120/2019|2019-06-24	EPI_ISL_405998	EPI_ISL_405998|A/Victoria/120/2019|2019-06-24	2019-06-24	Oceania / Australia / Victoria / Sunshine	Australia	A1b/197R
EPI_ISL_406015|A/Sydney/370/2019|2019-07-31	EPI_ISL_406015	EPI_ISL_406015|A/Sydney/370/2019|2019-07-31	2019-07-31	Oceania / Australia / New South Wales / Westmead	Australia	A1b/197R
EPI_ISL_406017|A/Sydney/398/2019|2019-08-15	EPI_ISL_406017	EPI_ISL_406017|A/Sydney/398/2019|2019-08-15	2019-08-15	Oceania / Australia / New South Wales / Young	Australia	A1b/137F
EPI_ISL_406169|A/Dakar/21/2019|2019-09-11	EPI_ISL_406169	EPI_ISL_406169|A/Dakar/21/2019|2019-09-11	2019-09-11	Africa / Senegal	Senegal	A1b/135K
EPI_ISL_406170|A/Dakar/22/2019|2019-08-05	EPI_ISL_406170	EPI_ISL_406170|A/Dakar/22/2019|2019-08-05	2019-08-05	Africa / Senegal	Senegal	A1b/135K
EPI_ISL_406196|A/Qatar/10-VI-19-0069058/2019|2019-11-06	EPI_ISL_406196	EPI_ISL_406196|A/Qatar/10-VI-19-0069058/2019|2019-11-06	2019-11-06	Asia / Qatar	Qatar	A1b/137F
EPI_ISL_406200|A/Qatar/13-VI-19-0067234/2019|2019-10-31	EPI_ISL_406200	EPI_ISL_406200|A/Qatar/13-VI-19-0067234/2019|2019-10-31	2019-10-31	Asia / Qatar	Qatar	A1b/94N
EPI_ISL_406204|A/Qatar/32-VI-19-0068732/2019|2019-11-05	EPI_ISL_406204	EPI_ISL_406204|A/Qatar/32-VI-19-0068732/2019|2019-11-05	2019-11-05	Asia / Qatar	Qatar	A1b/94N
EPI_ISL_406207|A/Qatar/47-VI-19-0062819/2019|2019-10-18	EPI_ISL_406207	EPI_ISL_406207|A/Qatar/47-VI-19-0062819/2019|2019-10-18	2019-10-18	Asia / Qatar	Qatar	A1b/94N
EPI_ISL_406209|A/Qatar/47-VI-19-0062901/2019|2019-10-18	EPI_ISL_406209	EPI_ISL_406209|A/Qatar/47-VI-19-0062901/2019|2019-10-18	2019-10-18	Asia / Qatar	Qatar	A1b/94N
EPI_ISL_406211|A/Qatar/47-VI-19-0064395/2019|2019-10-29	EPI_ISL_406211	EPI_ISL_406211|A/Qatar/47-VI-19-0064395/2019|2019-10-29	2019-10-29	Asia / Qatar	Qatar	A1b/94N
EPI_ISL_406272|A/Cagnes_sur_Mer/1850/2019|2019-09-11	EPI_ISL_406272	EPI_ISL_406272|A/Cagnes_sur_Mer/1850/2019|2019-09-11	2019-09-11	Europe / France	France	A1b/197R
EPI_ISL_406296|A/Hong_Kong/4357/2019|2019-11-28	EPI_ISL_406296	EPI_ISL_406296|A/Hong_Kong/4357/2019|2019-11-28	2019-11-28	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/137F
EPI_ISL_406310|A/Iceland/81/2019|2019-10-15	EPI_ISL_406310	EPI_ISL_406310|A/Iceland/81/2019|2019-10-15	2019-10-15	Europe / Iceland	Iceland	A1b/94N
EPI_ISL_406553|A/Luxembourg/LNS6218442/2020|2019-12-17	EPI_ISL_406553	EPI_ISL_406553|A/Luxembourg/LNS6218442/2020|2019-12-17	2019-12-17	Europe / Luxembourg	Luxembourg	3c3.A
EPI_ISL_406602|A/Sydney/391/2019|2019-08-08	EPI_ISL_406602	EPI_ISL_406602|A/Sydney/391/2019|2019-08-08	2019-08-08	Oceania / Australia / New South Wales / Fairfield	Australia	A1b/197R
EPI_ISL_406609|A/Sydney/538/2019|2019-08-06	EPI_ISL_406609	EPI_ISL_406609|A/Sydney/538/2019|2019-08-06	2019-08-06	Oceania / Australia / New South Wales / Nowra	Australia	A1b/197R
EPI_ISL_406617|A/Sydney/379/2019|2019-08-02	EPI_ISL_406617	EPI_ISL_406617|A/Sydney/379/2019|2019-08-02	2019-08-02	Oceania / Australia / New South Wales / Westmead	Australia	A1b/197R
EPI_ISL_406619|A/Perth/117/2019|2019-06-17	EPI_ISL_406619	EPI_ISL_406619|A/Perth/117/2019|2019-06-17	2019-06-17	Oceania / Australia / Western Australia / Waikiki	Australia	A1b/197R
EPI_ISL_406621|A/Sydney/330/2019|2019-07-17	EPI_ISL_406621	EPI_ISL_406621|A/Sydney/330/2019|2019-07-17	2019-07-17	Oceania / Australia / New South Wales / North Rocks	Australia	3c3.A
EPI_ISL_406624|A/Wellington/52/2019|2019-08-23	EPI_ISL_406624	EPI_ISL_406624|A/Wellington/52/2019|2019-08-23	2019-08-23	Oceania / New Zealand / Southern	New Zealand	3c3.A
EPI_ISL_406630|A/Brisbane/103/2019|2019-08-14	EPI_ISL_406630	EPI_ISL_406630|A/Brisbane/103/2019|2019-08-14	2019-08-14	Oceania / Australia / Queensland / Roma	Australia	3c3.A
EPI_ISL_406671|A/Sydney/468/2019|2019-09-10	EPI_ISL_406671	EPI_ISL_406671|A/Sydney/468/2019|2019-09-10	2019-09-10	Oceania / Australia / New South Wales / Paklea	Australia	A1b/197R
EPI_ISL_406672|A/Sydney/471/2019|2019-09-14	EPI_ISL_406672	EPI_ISL_406672|A/Sydney/471/2019|2019-09-14	2019-09-14	Oceania / Australia / New South Wales / Bella Vista	Australia	A1b/197R
EPI_ISL_406682|A/Brisbane/1129/2019|2019-09-12	EPI_ISL_406682	EPI_ISL_406682|A/Brisbane/1129/2019|2019-09-12	2019-09-12	Oceania / Australia / Queensland / Toowoomba	Australia	A1b/197R
EPI_ISL_406691|A/Victoria/2509/2019|2019-09-10	EPI_ISL_406691	EPI_ISL_406691|A/Victoria/2509/2019|2019-09-10	2019-09-10	Oceania / Australia / Victoria / Manly	Australia	A1b/197R
EPI_ISL_406694|A/Victoria/2503/2019|2019-09-14	EPI_ISL_406694	EPI_ISL_406694|A/Victoria/2503/2019|2019-09-14	2019-09-14	Oceania / Australia / Victoria / Orbost	Australia	A1b/197R
EPI_ISL_406825|A/Philippines/38/2019|2019-10-22	EPI_ISL_406825	EPI_ISL_406825|A/Philippines/38/2019|2019-10-22	2019-10-22	Asia / Philippines / Province of Zamboanga del Sur / Zamboanga City	Philippines	A1b/137F
EPI_ISL_407460|A/Belgium/G0540/2019|2019-12-24	EPI_ISL_407460	EPI_ISL_407460|A/Belgium/G0540/2019|2019-12-24	2019-12-24	Europe / Belgium	Belgium	3c3.A
EPI_ISL_407948|A/Denmark/217/2020|2020-01-13	EPI_ISL_407948	EPI_ISL_407948|A/Denmark/217/2020|2020-01-13	2020-01-13	Europe / Denmark	Denmark	A1b/197R
EPI_ISL_408022|A/England/194600762/2019|2019-11-08	EPI_ISL_408022	EPI_ISL_408022|A/England/194600762/2019|2019-11-08	2019-11-08	Europe / United Kingdom / LONDON	United Kingdom	A1b/197R
EPI_ISL_408041|A/England/394/2019|2019-11-18	EPI_ISL_408041	EPI_ISL_408041|A/England/394/2019|2019-11-18	2019-11-18	Europe / United Kingdom / NELSON	United Kingdom	3c3.A
EPI_ISL_408043|A/England/395/2019|2019-11-20	EPI_ISL_408043	EPI_ISL_408043|A/England/395/2019|2019-11-20	2019-11-20	Europe / United Kingdom / NELSON	United Kingdom	3c3.A
EPI_ISL_408066|A/England/480/2019|2019-11-20	EPI_ISL_408066	EPI_ISL_408066|A/England/480/2019|2019-11-20	2019-11-20	Europe / United Kingdom / NEWCASTLE-UPON-TYNE	United Kingdom	3c3.A
EPI_ISL_408308|A/England/562/2019|2019-11-27	EPI_ISL_408308	EPI_ISL_408308|A/England/562/2019|2019-11-27	2019-11-27	Europe / United Kingdom / MANCHESTER	United Kingdom	3c3.A
EPI_ISL_408311|A/England/564/2019|2019-11-25	EPI_ISL_408311	EPI_ISL_408311|A/England/564/2019|2019-11-25	2019-11-25	Europe / United Kingdom / MANCHESTER	United Kingdom	3c3.A
EPI_ISL_408338|A/England/596/2019|2019-12-01	EPI_ISL_408338	EPI_ISL_408338|A/England/596/2019|2019-12-01	2019-12-01	Europe / United Kingdom / MANCHESTER	United Kingdom	3c3.A
EPI_ISL_408546|A/WAKAYAMA/98/2019|2019-11-23	EPI_ISL_408546	EPI_ISL_408546|A/WAKAYAMA/98/2019|2019-11-23	2019-11-23	Asia / Japan	Japan	A1b/137F
EPI_ISL_409056|A/Trang/407/2019|2019-09-02	EPI_ISL_409056	EPI_ISL_409056|A/Trang/407/2019|2019-09-02	2019-09-02	Asia / Thailand	Thailand	A1b/137F
EPI_ISL_409059|A/Yasothon/384/2019|2019-08-16	EPI_ISL_409059	EPI_ISL_409059|A/Yasothon/384/2019|2019-08-16	2019-08-16	Asia / Thailand	Thailand	A1b/197R
EPI_ISL_409065|A/Colombia/7231/2019|2019-12-05	EPI_ISL_409065	EPI_ISL_409065|A/Colombia/7231/2019|2019-12-05	2019-12-05	South America / Colombia	Colombia	3c3.A
EPI_ISL_409066|A/Colombia/7239/2019|2019-10-22	EPI_ISL_409066	EPI_ISL_409066|A/Colombia/7239/2019|2019-10-22	2019-10-22	South America / Colombia	Colombia	A1b/197R
EPI_ISL_409068|A/Colombia/7394/2019|2019-12-11	EPI_ISL_409068	EPI_ISL_409068|A/Colombia/7394/2019|2019-12-11	2019-12-11	South America / Colombia	Colombia	3c3.A
EPI_ISL_409100|A/Burkina_Faso/1295/2019|2019-08-29	EPI_ISL_409100	EPI_ISL_409100|A/Burkina_Faso/1295/2019|2019-08-29	2019-08-29	Africa / Burkina Faso	Burkina Faso	A1b/135K
EPI_ISL_409102|A/California/242/2019|2019-12-26	EPI_ISL_409102	EPI_ISL_409102|A/California/242/2019|2019-12-26	2019-12-26	North America / United States / California	United States	A1b/186D
EPI_ISL_409341|A/El_Salvador/859/2019|2019-10-30	EPI_ISL_409341	EPI_ISL_409341|A/El_Salvador/859/2019|2019-10-30	2019-10-30	North America / El Salvador	El Salvador	A1b/131K
EPI_ISL_409343|A/Togo/1941/2019|2019-12-03	EPI_ISL_409343	EPI_ISL_409343|A/Togo/1941/2019|2019-12-03	2019-12-03	Africa / Togo	Togo	A1b/186D
EPI_ISL_409344|A/Togo/1911/2019|2019-11-27	EPI_ISL_409344	EPI_ISL_409344|A/Togo/1911/2019|2019-11-27	2019-11-27	Africa / Togo	Togo	A1b/186D
EPI_ISL_409358|A/Togo/1658/2019|2019-11-05	EPI_ISL_409358	EPI_ISL_409358|A/Togo/1658/2019|2019-11-05	2019-11-05	Africa / Togo	Togo	A1b/186D
EPI_ISL_409363|A/Togo/1644/2019|2019-11-03	EPI_ISL_409363	EPI_ISL_409363|A/Togo/1644/2019|2019-11-03	2019-11-03	Africa / Togo	Togo	A1b/186D
EPI_ISL_409379|A/Paraguay/9880/2019|2019-11-20	EPI_ISL_409379	EPI_ISL_409379|A/Paraguay/9880/2019|2019-11-20	2019-11-20	South America / Paraguay	Paraguay	3c3.A
EPI_ISL_409392|A/Hong_Kong/4641/2019|2019-12-17	EPI_ISL_409392	EPI_ISL_409392|A/Hong_Kong/4641/2019|2019-12-17	2019-12-17	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/137F
EPI_ISL_409411|A/Burkina_Faso/2611/2019|2019-09-12	EPI_ISL_409411	EPI_ISL_409411|A/Burkina_Faso/2611/2019|2019-09-12	2019-09-12	Africa / Burkina Faso	Burkina Faso	A1b/135K
EPI_ISL_409413|A/Burkina_Faso/1303/2019|2019-09-13	EPI_ISL_409413	EPI_ISL_409413|A/Burkina_Faso/1303/2019|2019-09-13	2019-09-13	Africa / Burkina Faso	Burkina Faso	A1b/135K
EPI_ISL_409415|A/Burkina_Faso/1294/2019|2019-08-28	EPI_ISL_409415	EPI_ISL_409415|A/Burkina_Faso/1294/2019|2019-08-28	2019-08-28	Africa / Burkina Faso	Burkina Faso	A1b/135K
EPI_ISL_409422|A/Peru/6219/2019|2019-12-21	EPI_ISL_409422	EPI_ISL_409422|A/Peru/6219/2019|2019-12-21	2019-12-21	South America / Peru	Peru	3c3.A
EPI_ISL_409963|A/Cyprus/11/2020|2020-01-02	EPI_ISL_409963	EPI_ISL_409963|A/Cyprus/11/2020|2020-01-02	2020-01-02	Europe / Cyprus	Cyprus	3c3.A
EPI_ISL_409990|A/Kyrgyzstan/205/2019|2019-12-18	EPI_ISL_409990	EPI_ISL_409990|A/Kyrgyzstan/205/2019|2019-12-18	2019-12-18	Asia / Kyrgyzstan	Kyrgyzstan	A1b/137F
EPI_ISL_409993|A/Kyrgyzstan/308/2019|2019-12-19	EPI_ISL_409993	EPI_ISL_409993|A/Kyrgyzstan/308/2019|2019-12-19	2019-12-19	Asia / Kyrgyzstan	Kyrgyzstan	A1b/137F
EPI_ISL_410081|A/Berlin/9/2020|2020-01-18	EPI_ISL_410081	EPI_ISL_410081|A/Berlin/9/2020|2020-01-18	2020-01-18	Europe / Germany	Germany	A1b/197R
EPI_ISL_410134|A/Para/159307-IEC/2019|2019-10-23	EPI_ISL_410134	EPI_ISL_410134|A/Para/159307-IEC/2019|2019-10-23	2019-10-23	South America / Brazil / Estado do Para	Brazil	3c3.A
EPI_ISL_410145|A/Victoria/2590/2019|2019-12-25	EPI_ISL_410145	EPI_ISL_410145|A/Victoria/2590/2019|2019-12-25	2019-12-25	Oceania / Australia / Victoria / Caulfield North	Australia	A1b/137F
EPI_ISL_410147|A/Victoria/2595/2019|2019-12-22	EPI_ISL_410147	EPI_ISL_410147|A/Victoria/2595/2019|2019-12-22	2019-12-22	Oceania / Australia / Victoria / Korora	Australia	A1b/137F
EPI_ISL_410149|A/Canberra/20A/2019|2019-12-20	EPI_ISL_410149	EPI_ISL_410149|A/Canberra/20A/2019|2019-12-20	2019-12-20	Oceania / Australia / Australian Capital Territory	Australia	A1b/94N
EPI_ISL_410150|A/Canberra/4A/2019|2019-12-05	EPI_ISL_410150	EPI_ISL_410150|A/Canberra/4A/2019|2019-12-05	2019-12-05	Oceania / Australia / Australian Capital Territory	Australia	A1b/94N
EPI_ISL_410153|A/Tasmania/637/2019|2019-11-27	EPI_ISL_410153	EPI_ISL_410153|A/Tasmania/637/2019|2019-11-27	2019-11-27	Oceania / Australia / Tasmania / Devenport	Australia	A1b/197R
EPI_ISL_410154|A/Tasmania/650/2019|2019-11-16	EPI_ISL_410154	EPI_ISL_410154|A/Tasmania/650/2019|2019-11-16	2019-11-16	Oceania / Australia / Tasmania / Cornelian Bay	Australia	A1b/137F
EPI_ISL_410155|A/Philippines/42/2019|2019-11-07	EPI_ISL_410155	EPI_ISL_410155|A/Philippines/42/2019|2019-11-07	2019-11-07	Asia / Philippines / Zamboangau del Sur	Philippines	A1b/137F
EPI_ISL_410157|A/Victoria/2867/2019|2019-12-19	EPI_ISL_410157	EPI_ISL_410157|A/Victoria/2867/2019|2019-12-19	2019-12-19	Oceania / Australia / Victoria / Pascoe Vale	Australia	3c3.A
EPI_ISL_410161|A/Cambodia/E0109383/2019|2019-12-26	EPI_ISL_410161	EPI_ISL_410161|A/Cambodia/E0109383/2019|2019-12-26	2019-12-26	Asia / Cambodia / Siem Reap	Cambodia	A1b/137F
EPI_ISL_410162|A/Cambodia/E0109379/2019|2019-12-18	EPI_ISL_410162	EPI_ISL_410162|A/Cambodia/E0109379/2019|2019-12-18	2019-12-18	Asia / Cambodia / Phnom Penh	Cambodia	A1b/137F
EPI_ISL_410164|A/Cambodia/D1216367/2019|2019-11-15	EPI_ISL_410164	EPI_ISL_410164|A/Cambodia/D1216367/2019|2019-11-15	2019-11-15	Asia / Cambodia / Phnom Penh	Cambodia	A1b/131K
EPI_ISL_410167|A/Victoria/2873/2019|2019-12-29	EPI_ISL_410167	EPI_ISL_410167|A/Victoria/2873/2019|2019-12-29	2019-12-29	Oceania / Australia / Victoria / Point Cook	Australia	3c3.A
EPI_ISL_410591|A/Jiangsu-Guangling/11961/2019|2019-12-04	EPI_ISL_410591	EPI_ISL_410591|A/Jiangsu-Guangling/11961/2019|2019-12-04	2019-12-04	Asia / China / Jiangsu	China	A1b/137F
EPI_ISL_410603|A/Guangxi-Liunan/3188/2019|2019-12-16	EPI_ISL_410603	EPI_ISL_410603|A/Guangxi-Liunan/3188/2019|2019-12-16	2019-12-16	Asia / China / Guangxi	China	A1b/137F
EPI_ISL_410606|A/Beijing-Dongcheng/134/2020|2020-01-01	EPI_ISL_410606	EPI_ISL_410606|A/Beijing-Dongcheng/134/2020|2020-01-01	2020-01-01	Asia / China / Beijing	China	A1b/137F
EPI_ISL_410608|A/Hubei-Wujiagang/13/2020|2020-01-02	EPI_ISL_410608	EPI_ISL_410608|A/Hubei-Wujiagang/13/2020|2020-01-02	2020-01-02	Asia / China / Hubei	China	A1b/137F
EPI_ISL_410609|A/Hubei-Chongyang/36/2020|2020-01-01	EPI_ISL_410609	EPI_ISL_410609|A/Hubei-Chongyang/36/2020|2020-01-01	2020-01-01	Asia / China / Hubei	China	A1b/137F
EPI_ISL_410611|A/Qinghai-Chengzhong/14/2020|2020-01-02	EPI_ISL_410611	EPI_ISL_410611|A/Qinghai-Chengzhong/14/2020|2020-01-02	2020-01-02	Asia / China / Qinghai	China	A1b/137F
EPI_ISL_410616|A/Henan-Weidou/14/2020|2020-01-06	EPI_ISL_410616	EPI_ISL_410616|A/Henan-Weidou/14/2020|2020-01-06	2020-01-06	Asia / China / Henan	China	A1b/137F
EPI_ISL_410659|A/Jiangxi-Yuanzhou/11910/2019|2019-11-25	EPI_ISL_410659	EPI_ISL_410659|A/Jiangxi-Yuanzhou/11910/2019|2019-11-25	2019-11-25	Asia / China / Jiangxi	China	A1b/131K
EPI_ISL_410662|A/Chongqing-Fuling/3121/2019|2019-12-03	EPI_ISL_410662	EPI_ISL_410662|A/Chongqing-Fuling/3121/2019|2019-12-03	2019-12-03	Asia / China / Chongqing	China	A1b/137F
EPI_ISL_410665|A/Henan-Weidou/1589/2019|2019-11-26	EPI_ISL_410665	EPI_ISL_410665|A/Henan-Weidou/1589/2019|2019-11-26	2019-11-26	Asia / China / Henan	China	A1b/186D
EPI_ISL_410670|A/Guizhou-Qixinguan/334/2019|2019-12-03	EPI_ISL_410670	EPI_ISL_410670|A/Guizhou-Qixinguan/334/2019|2019-12-03	2019-12-03	Asia / China / Guizhou	China	A1b/137F
EPI_ISL_410676|A/Guangxi-Hengxian/3105/2019|2019-11-14	EPI_ISL_410676	EPI_ISL_410676|A/Guangxi-Hengxian/3105/2019|2019-11-14	2019-11-14	Asia / China	China	A1b/137F
EPI_ISL_410677|A/Zhejiang-Kecheng/11016/2019|2019-12-02	EPI_ISL_410677	EPI_ISL_410677|A/Zhejiang-Kecheng/11016/2019|2019-12-02	2019-12-02	Asia / China / Zhejiang	China	A1b/137F
EPI_ISL_410684|A/Tianjin-Jizhou/322/2019|2019-11-18	EPI_ISL_410684	EPI_ISL_410684|A/Tianjin-Jizhou/322/2019|2019-11-18	2019-11-18	Asia / China	China	A1b/186D
EPI_ISL_410688|A/Hunan-Changsha/331/2019|2019-11-26	EPI_ISL_410688	EPI_ISL_410688|A/Hunan-Changsha/331/2019|2019-11-26	2019-11-26	Asia / China / Hunan	China	A1b/137F
EPI_ISL_410695|A/Shaanxi-Lianhu/1474/2019|2019-10-29	EPI_ISL_410695	EPI_ISL_410695|A/Shaanxi-Lianhu/1474/2019|2019-10-29	2019-10-29	Asia / China / Shaanxi	China	A1b/137F
EPI_ISL_410697|A/Sichuan-Shizhong/1748/2019|2019-10-28	EPI_ISL_410697	EPI_ISL_410697|A/Sichuan-Shizhong/1748/2019|2019-10-28	2019-10-28	Asia / China / Sichuan	China	A1b/137F
EPI_ISL_410698|A/Chongqing-Wanshengjingjikaifa/39/2019|2019-09-20	EPI_ISL_410698	EPI_ISL_410698|A/Chongqing-Wanshengjingjikaifa/39/2019|2019-09-20	2019-09-20	Asia / China / Chongqing	China	A1b/137F
EPI_ISL_410700|A/Zhejiang-Dinghai/1817/2019|2019-10-08	EPI_ISL_410700	EPI_ISL_410700|A/Zhejiang-Dinghai/1817/2019|2019-10-08	2019-10-08	Asia / China / Zhejiang	China	A1b/137F
EPI_ISL_410701|A/Jiangxi-Yuehu/1767/2019|2019-09-02	EPI_ISL_410701	EPI_ISL_410701|A/Jiangxi-Yuehu/1767/2019|2019-09-02	2019-09-02	Asia / China / Jiangxi	China	A1b/137F
EPI_ISL_411131|A/Mauritius/I-19/2020|2020-01-02	EPI_ISL_411131	EPI_ISL_411131|A/Mauritius/I-19/2020|2020-01-02	2020-01-02	Africa / Mauritius	Mauritius	A1b/94N
EPI_ISL_411133|A/Mauritius/I-34/2020|2020-01-05	EPI_ISL_411133	EPI_ISL_411133|A/Mauritius/I-34/2020|2020-01-05	2020-01-05	Africa / Mauritius	Mauritius	3c3.A
EPI_ISL_412064|A/Grenoble/1840/2019|2019-08-23	EPI_ISL_412064	EPI_ISL_412064|A/Grenoble/1840/2019|2019-08-23	2019-08-23	Europe / France	France	A1b/135K
